review_id,split,label,label_name,char_count,word_count,avg_word_length,exclaim_count,question_count,negation_count,positive_word_count,negative_word_count
42,train,1,pos,2604,520,3.8807692307692307,0,3,13,9,6
43,train,1,pos,1219,242,3.9173553719008263,0,0,5,5,1
44,train,1,pos,593,110,4.245454545454545,0,0,1,0,0
45,train,1,pos,1659,332,3.927710843373494,0,0,4,1,1
46,train,1,pos,4824,966,3.8737060041407867,0,4,7,14,1
47,train,1,pos,2960,529,4.385633270321361,1,0,4,6,0
48,train,1,pos,424,88,3.715909090909091,0,0,1,1,0
49,train,1,pos,9299,1830,4.003825136612022,0,0,14,11,0
50,train,1,pos,2200,436,3.88302752293578,14,0,14,6,2
51,train,1,pos,2713,530,3.909433962264151,1,1,9,6,1
52,train,1,pos,904,184,3.777173913043478,1,2,2,3,0
53,train,1,pos,2643,528,3.8579545454545454,1,0,11,3,2
54,train,1,pos,986,195,3.948717948717949,0,0,2,4,0
55,train,1,pos,3816,713,4.224403927068724,0,0,8,4,0
56,train,1,pos,893,180,3.8055555555555554,0,1,3,4,1
57,train,1,pos,809,163,3.8650306748466257,0,0,2,2,0
58,train,1,pos,273,55,3.8363636363636364,0,0,1,2,0
59,train,1,pos,1366,270,3.8814814814814813,1,4,4,3,0
60,train,1,pos,448,88,3.7386363636363638,18,0,1,5,0
61,train,1,pos,970,174,4.413793103448276,0,0,3,1,0
62,train,1,pos,608,133,3.5037593984962405,0,0,0,1,0
63,train,1,pos,990,215,3.4604651162790696,0,0,0,2,1
64,train,1,pos,1678,317,4.157728706624606,0,0,2,1,3
65,train,1,pos,825,166,3.819277108433735,0,0,2,5,0
66,train,1,pos,513,101,3.9405940594059405,0,0,2,2,2
67,train,1,pos,1142,220,4.068181818181818,0,0,2,1,0
68,train,1,pos,580,102,4.470588235294118,0,0,1,2,0
69,train,1,pos,481,90,4.144444444444445,0,0,0,2,0
70,train,1,pos,680,125,4.336,0,0,0,1,0
71,train,1,pos,987,192,4.026041666666667,0,0,1,1,0
72,train,1,pos,1463,283,4.031802120141343,2,0,5,0,0
73,train,1,pos,1585,322,3.8260869565217392,0,0,5,4,0
74,train,1,pos,232,43,4.209302325581396,0,0,0,1,0
75,train,1,pos,729,149,3.8187919463087248,0,0,1,4,0
76,train,1,pos,561,105,4.276190476190476,0,0,0,0,0
77,train,1,pos,1679,325,4.015384615384615,0,1,2,0,0
78,train,1,pos,336,71,3.647887323943662,0,0,0,0,0
79,train,1,pos,1124,219,3.9680365296803655,0,0,1,3,0
80,train,1,pos,607,111,4.342342342342342,0,0,1,2,0
81,train,1,pos,1321,259,3.996138996138996,0,0,1,2,0
82,train,1,pos,614,113,4.150442477876106,1,0,2,1,0
83,train,1,pos,574,117,3.7264957264957266,1,0,1,2,0
84,train,1,pos,245,55,3.3636363636363638,0,0,1,2,0
85,train,1,pos,294,56,4.196428571428571,0,0,1,0,0
86,train,1,pos,1453,267,4.258426966292135,0,1,1,5,0
87,train,1,pos,647,129,3.937984496124031,0,0,1,0,0
88,train,1,pos,836,170,3.788235294117647,1,0,6,2,1
89,train,1,pos,872,158,4.3924050632911396,0,0,2,2,1
90,train,1,pos,1314,248,4.153225806451613,0,0,3,1,1
91,train,1,pos,377,77,3.792207792207792,0,0,0,1,0
92,train,1,pos,970,196,3.7755102040816326,0,0,3,1,0
93,train,1,pos,567,118,3.7203389830508473,0,0,2,1,0
94,train,1,pos,809,159,3.893081761006289,0,0,1,0,0
95,train,1,pos,267,55,3.7454545454545456,0,0,1,0,0
96,train,1,pos,294,60,3.75,1,0,0,1,0
97,train,1,pos,539,102,4.147058823529412,1,0,0,1,0
98,train,1,pos,740,137,4.1678832116788325,0,0,5,0,0
99,train,1,pos,767,161,3.6832298136645965,5,0,2,2,0
100,train,1,pos,913,170,4.258823529411765,0,0,2,3,1
101,train,1,pos,1155,213,4.248826291079812,0,0,1,3,0
102,train,1,pos,594,114,4.131578947368421,0,0,0,1,0
103,train,1,pos,916,164,4.384146341463414,1,0,0,0,0
104,train,1,pos,3022,590,4.011864406779661,0,2,9,7,0
105,train,1,pos,792,161,3.7763975155279503,0,0,2,0,0
106,train,1,pos,1473,268,4.276119402985074,0,0,1,2,1
107,train,1,pos,1315,243,4.209876543209877,0,1,4,3,0
108,train,1,pos,739,143,4.041958041958042,0,0,3,1,0
109,train,1,pos,2524,501,3.9081836327345307,3,0,5,1,3
110,train,1,pos,1116,221,3.9502262443438916,0,0,3,0,0
111,train,1,pos,1934,337,4.563798219584569,1,0,2,0,0
112,train,1,pos,952,192,3.859375,0,0,3,2,0
113,train,1,pos,314,55,4.6,0,0,0,0,0
114,train,1,pos,760,161,3.627329192546584,0,0,2,3,0
115,train,1,pos,583,119,3.773109243697479,0,0,1,2,0
116,train,1,pos,1330,265,3.943396226415094,0,0,6,1,0
117,train,1,pos,1998,374,4.157754010695188,3,0,3,8,3
118,train,1,pos,1457,278,4.172661870503597,0,0,3,3,0
119,train,1,pos,1955,348,4.4655172413793105,0,0,1,3,1
120,train,1,pos,916,178,4.00561797752809,4,0,1,2,0
121,train,1,pos,626,107,4.757009345794392,0,0,0,3,0
122,train,1,pos,1055,215,3.7953488372093025,2,1,2,4,0
123,train,1,pos,960,186,3.9516129032258065,0,2,0,1,0
124,train,1,pos,747,141,4.184397163120567,0,0,3,1,0
125,train,1,pos,1115,219,3.9452054794520546,0,2,2,1,3
126,train,1,pos,2577,507,3.948717948717949,0,0,3,6,0
127,train,1,pos,837,157,4.127388535031847,0,0,0,2,0
128,train,1,pos,543,110,3.8454545454545452,0,0,0,1,0
129,train,1,pos,578,109,4.174311926605505,1,0,2,3,0
130,train,1,pos,791,154,4.012987012987013,0,0,2,2,0
131,train,1,pos,680,142,3.6971830985915495,2,0,1,2,0
132,train,1,pos,1163,222,4.112612612612613,2,0,3,0,0
133,train,1,pos,775,148,3.777027027027027,33,0,1,6,0
134,train,1,pos,1735,323,4.2631578947368425,0,0,1,0,0
135,train,1,pos,823,166,3.8795180722891565,0,0,4,3,0
136,train,1,pos,740,146,4.013698630136986,0,0,1,0,1
137,train,1,pos,1037,210,3.861904761904762,0,3,0,3,0
138,train,1,pos,3405,647,4.115919629057187,0,0,3,2,0
139,train,1,pos,1193,238,3.8907563025210083,0,0,1,2,0
140,train,1,pos,1629,316,4.056962025316456,0,0,4,2,0
141,train,1,pos,998,202,3.8267326732673266,4,0,6,2,1
142,train,1,pos,1803,337,4.172106824925816,6,1,6,3,0
143,train,1,pos,722,133,4.142857142857143,5,3,2,0,0
144,train,1,pos,1579,303,4.03960396039604,1,0,3,1,2
145,train,1,pos,539,101,4.237623762376238,1,0,2,2,0
146,train,1,pos,598,129,3.4728682170542635,0,1,0,2,0
147,train,1,pos,829,158,4.044303797468355,1,0,1,1,0
148,train,1,pos,567,113,3.920353982300885,1,1,0,2,0
149,train,1,pos,3235,621,4.019323671497585,2,0,8,4,2
150,train,1,pos,715,143,3.895104895104895,0,0,2,2,1
151,train,1,pos,913,173,3.9826589595375723,0,0,4,5,2
152,train,1,pos,2273,415,4.346987951807229,0,0,1,3,2
153,train,1,pos,1481,299,3.8862876254180603,0,0,4,2,1
154,train,1,pos,2439,490,3.820408163265306,2,0,7,6,2
155,train,1,pos,1924,332,4.599397590361446,0,0,0,0,0
156,train,1,pos,2078,389,4.190231362467866,1,0,8,5,3
157,train,1,pos,720,150,3.6666666666666665,3,0,3,3,0
158,train,1,pos,761,153,3.8562091503267975,0,0,4,0,0
159,train,1,pos,910,185,3.735135135135135,0,1,3,5,0
160,train,1,pos,885,181,3.729281767955801,1,0,1,4,0
161,train,1,pos,650,133,3.744360902255639,0,0,0,3,0
162,train,1,pos,616,135,3.437037037037037,0,0,2,2,0
163,train,1,pos,1366,281,3.7295373665480427,7,2,5,10,0
164,train,1,pos,2620,495,4.0464646464646465,0,0,4,4,0
165,train,1,pos,461,88,4.068181818181818,1,0,1,1,0
166,train,1,pos,2164,396,4.358585858585859,1,0,2,8,1
167,train,1,pos,1629,328,3.847560975609756,0,1,5,2,0
168,train,1,pos,719,154,3.603896103896104,0,0,5,0,0
169,train,1,pos,714,142,3.8943661971830985,0,0,0,0,0
170,train,1,pos,459,94,3.7127659574468086,1,0,0,3,0
171,train,1,pos,801,163,3.8834355828220857,0,0,2,5,0
172,train,1,pos,716,142,3.823943661971831,2,1,1,0,0
173,train,1,pos,951,182,4.208791208791209,4,0,2,6,0
174,train,1,pos,368,75,3.72,0,1,0,0,0
175,train,1,pos,513,103,3.766990291262136,0,0,1,3,0
176,train,1,pos,554,116,3.6379310344827585,0,0,1,0,0
177,train,1,pos,646,133,3.7293233082706765,1,0,1,2,0
178,train,1,pos,540,114,3.5964912280701755,0,0,1,2,0
179,train,1,pos,2043,389,4.048843187660668,0,1,4,7,2
180,train,1,pos,700,145,3.6482758620689655,0,2,2,3,0
181,train,1,pos,579,117,3.8119658119658117,0,0,1,4,0
182,train,1,pos,679,133,3.962406015037594,1,0,3,6,0
183,train,1,pos,706,146,3.671232876712329,0,1,4,2,0
184,train,1,pos,768,157,3.7579617834394905,0,0,4,2,0
185,train,1,pos,1026,216,3.675925925925926,0,0,2,2,0
186,train,1,pos,626,128,3.796875,0,0,0,1,0
187,train,1,pos,678,147,3.5510204081632653,0,1,4,3,2
188,train,1,pos,628,129,3.813953488372093,1,0,2,3,0
189,train,1,pos,765,144,4.194444444444445,2,0,0,3,1
190,train,1,pos,1043,199,3.969849246231156,4,0,4,0,0
191,train,1,pos,765,136,4.507352941176471,0,0,1,2,1
192,train,1,pos,2454,461,4.186550976138829,0,0,2,1,0
193,train,1,pos,1384,269,3.9851301115241635,0,0,1,3,0
194,train,1,pos,823,161,3.968944099378882,0,1,2,3,0
195,train,1,pos,2281,420,4.261904761904762,0,1,1,2,0
196,train,1,pos,1989,398,3.85678391959799,0,0,5,2,0
198,train,1,pos,793,161,3.8074534161490683,0,0,1,3,0
199,train,1,pos,803,154,4.01948051948052,0,0,5,3,0
200,train,1,pos,1470,272,4.297794117647059,0,0,1,2,0
201,train,1,pos,918,182,3.9395604395604398,3,0,1,1,0
202,train,1,pos,670,132,3.946969696969697,0,0,2,8,0
203,train,1,pos,675,133,3.917293233082707,1,0,1,6,0
204,train,1,pos,3322,637,4.108320251177394,1,0,4,2,0
205,train,1,pos,2557,490,4.087755102040816,1,0,5,3,1
206,train,1,pos,729,139,4.115107913669065,0,0,1,2,1
207,train,1,pos,609,120,3.841666666666667,0,1,2,0,0
208,train,1,pos,2890,535,4.285981308411215,0,0,3,8,2
209,train,1,pos,2074,421,3.8052256532066506,0,0,7,6,7
210,train,1,pos,295,53,4.452830188679245,0,0,0,1,0
211,train,1,pos,2766,509,4.328094302554027,0,0,2,5,2
212,train,1,pos,766,152,3.9407894736842106,0,0,1,4,0
213,train,1,pos,755,151,3.9139072847682117,3,0,2,1,0
214,train,1,pos,2877,582,3.7869415807560136,1,1,6,8,0
215,train,1,pos,513,99,4.070707070707071,0,0,2,0,0
216,train,1,pos,1232,255,3.7294117647058824,0,0,1,3,0
217,train,1,pos,495,91,4.175824175824176,2,0,1,4,0
218,train,1,pos,1260,255,3.8666666666666667,0,0,3,3,0
219,train,1,pos,932,166,4.421686746987952,1,0,1,0,0
220,train,1,pos,1730,354,3.7570621468926553,0,0,3,3,5
221,train,1,pos,5021,941,4.129649309245483,1,0,6,2,0
222,train,1,pos,639,122,4.114754098360656,0,0,1,1,0
223,train,1,pos,627,132,3.6515151515151514,0,1,3,1,0
224,train,1,pos,653,136,3.6691176470588234,1,0,3,1,0
225,train,1,pos,738,156,3.6538461538461537,0,0,2,1,0
226,train,1,pos,701,147,3.6462585034013606,0,0,4,4,0
227,train,1,pos,756,156,3.7628205128205128,0,0,4,1,1
228,train,1,pos,482,93,3.935483870967742,2,0,1,5,0
229,train,1,pos,938,187,3.8663101604278074,1,0,3,3,0
230,train,1,pos,217,44,3.8636363636363638,0,0,0,0,0
231,train,1,pos,1890,363,4.068870523415978,1,5,1,1,0
232,train,1,pos,943,182,4.0054945054945055,0,0,2,2,0
233,train,1,pos,3114,621,3.8840579710144927,0,1,4,10,0
234,train,1,pos,1030,202,4.014851485148514,0,0,5,1,1
235,train,1,pos,2776,526,4.068441064638783,0,1,5,1,1
236,train,1,pos,395,78,3.858974358974359,1,0,0,7,0
237,train,1,pos,1600,322,3.8664596273291925,0,0,2,2,0
238,train,1,pos,1051,210,3.8333333333333335,1,2,3,1,1
239,train,1,pos,2106,422,3.829383886255924,0,0,9,7,1
240,train,1,pos,479,88,4.3522727272727275,0,0,0,0,0
241,train,1,pos,666,127,4.086614173228346,0,0,2,0,0
242,train,1,pos,1769,354,3.847457627118644,0,1,5,2,2
243,train,1,pos,2543,461,4.297180043383948,2,0,1,1,4
244,train,1,pos,833,155,4.245161290322581,0,0,2,3,0
245,train,1,pos,1507,296,3.89527027027027,1,1,7,1,4
246,train,1,pos,959,174,4.35632183908046,0,0,2,1,0
247,train,1,pos,1814,352,4.0710227272727275,0,0,1,3,1
248,train,1,pos,1139,210,4.252380952380952,0,0,3,5,1
249,train,1,pos,1220,230,4.017391304347826,2,3,7,2,1
250,train,1,pos,374,76,3.789473684210526,4,0,1,2,0
251,train,1,pos,477,99,3.6666666666666665,6,0,3,1,0
252,train,1,pos,2240,407,4.343980343980344,3,2,2,1,2
253,train,1,pos,2361,466,3.8969957081545066,0,0,5,5,5
254,train,1,pos,1598,323,3.777089783281734,6,2,0,2,2
255,train,1,pos,719,153,3.6143790849673203,0,0,5,4,0
256,train,1,pos,1012,201,3.845771144278607,0,0,2,2,0
257,train,1,pos,3767,732,4.047814207650274,1,0,2,3,2
258,train,1,pos,575,119,3.7142857142857144,0,0,2,2,0
259,train,1,pos,1056,210,3.876190476190476,5,0,5,1,0
260,train,1,pos,687,134,3.9925373134328357,2,0,3,1,1
261,train,1,pos,985,193,4.0310880829015545,0,0,2,1,1
262,train,1,pos,435,81,4.320987654320987,0,0,1,0,0
263,train,1,pos,1987,388,3.9587628865979383,2,0,10,0,0
264,train,1,pos,676,135,3.859259259259259,0,0,6,2,1
265,train,1,pos,536,113,3.6106194690265485,0,0,2,4,0
266,train,1,pos,1118,224,3.8526785714285716,0,1,2,3,0
267,train,1,pos,1078,191,4.31413612565445,2,3,1,3,0
268,train,1,pos,1789,358,3.857541899441341,1,0,8,6,0
269,train,1,pos,2083,420,3.85,0,0,7,2,0
270,train,1,pos,715,164,3.3536585365853657,0,0,6,9,0
271,train,1,pos,908,168,4.136904761904762,1,0,0,0,0
272,train,1,pos,591,116,3.9224137931034484,4,0,2,3,0
273,train,1,pos,1602,322,3.8664596273291925,0,1,7,0,1
274,train,1,pos,1180,236,3.805084745762712,6,1,3,0,1
275,train,1,pos,1257,260,3.723076923076923,0,0,4,1,1
276,train,1,pos,1455,306,3.683006535947712,0,1,2,0,0
277,train,1,pos,3790,725,4.085517241379311,0,0,7,1,0
278,train,1,pos,705,129,4.178294573643411,0,1,0,0,0
279,train,1,pos,363,73,3.808219178082192,0,0,0,2,0
280,train,1,pos,1112,212,3.900943396226415,1,4,6,2,0
281,train,1,pos,598,128,3.4921875,6,0,2,0,0
282,train,1,pos,300,60,3.85,1,0,1,3,0
283,train,1,pos,644,135,3.6666666666666665,0,0,1,1,0
284,train,1,pos,1117,212,4.169811320754717,0,0,1,1,0
285,train,1,pos,433,92,3.652173913043478,0,1,0,0,0
286,train,1,pos,2270,454,3.89647577092511,0,2,8,4,0
287,train,1,pos,1876,379,3.8812664907651717,1,0,3,2,0
288,train,1,pos,1584,297,4.185185185185185,1,0,2,4,0
289,train,1,pos,763,156,3.871794871794872,1,0,0,0,1
290,train,1,pos,793,159,3.911949685534591,0,0,5,0,0
291,train,1,pos,206,38,4.2631578947368425,1,0,0,0,0
292,train,1,pos,1419,276,4.028985507246377,0,0,4,1,0
293,train,1,pos,320,63,3.9682539682539684,3,0,0,1,0
294,train,1,pos,360,68,4.147058823529412,0,0,0,0,0
295,train,1,pos,644,132,3.8106060606060606,0,1,1,2,0
296,train,1,pos,641,131,3.7404580152671754,0,0,0,3,0
297,train,1,pos,803,153,4.078431372549019,2,0,2,5,0
298,train,1,pos,398,72,4.263888888888889,3,0,0,0,0
299,train,1,pos,2731,521,4.136276391554702,0,0,5,3,1
300,train,1,pos,208,39,4.230769230769231,0,0,0,0,0
301,train,1,pos,418,80,4.1,1,1,1,1,0
302,train,1,pos,571,118,3.73728813559322,0,3,1,0,0
303,train,1,pos,1889,381,3.8713910761154855,0,0,3,3,0
304,train,1,pos,548,115,3.634782608695652,0,2,3,1,0
305,train,1,pos,1202,242,3.8388429752066116,0,0,2,1,1
306,train,1,pos,735,142,4.126760563380282,0,1,1,1,0
307,train,1,pos,557,106,4.10377358490566,0,2,4,1,0
308,train,1,pos,1139,218,4.08256880733945,1,1,3,1,0
309,train,1,pos,813,160,3.9625,0,0,0,3,0
310,train,1,pos,1484,284,3.9788732394366195,0,0,4,6,0
311,train,1,pos,2363,483,3.7991718426501033,0,0,11,8,0
312,train,1,pos,3151,623,3.869983948635634,0,3,8,4,1
313,train,1,pos,1331,258,3.9728682170542635,0,0,3,2,0
314,train,1,pos,1675,324,4.061728395061729,0,0,3,2,0
315,train,1,pos,2246,437,4.0411899313501145,0,0,2,4,0
316,train,1,pos,2905,567,3.950617283950617,0,0,6,2,0
317,train,1,pos,1234,257,3.669260700389105,1,1,4,2,0
318,train,1,pos,472,97,3.7628865979381443,0,0,2,0,0
319,train,1,pos,181,36,3.8333333333333335,0,0,1,2,0
320,train,1,pos,270,56,3.642857142857143,0,0,0,2,0
321,train,1,pos,1562,334,3.568862275449102,1,0,15,7,0
322,train,1,pos,1723,333,3.990990990990991,3,0,1,8,0
323,train,1,pos,977,190,4.021052631578947,1,0,1,2,1
324,train,1,pos,580,117,3.8461538461538463,0,0,1,0,1
325,train,1,pos,1256,222,4.481981981981982,5,0,3,1,0
326,train,1,pos,825,152,4.348684210526316,0,0,0,3,0
327,train,1,pos,292,62,3.596774193548387,0,0,1,0,0
328,train,1,pos,386,75,4.04,0,0,0,2,0
329,train,1,pos,534,110,3.6818181818181817,1,0,3,3,0
330,train,1,pos,850,173,3.8497109826589595,0,0,2,2,0
331,train,1,pos,723,152,3.611842105263158,0,0,0,3,0
332,train,1,pos,814,155,4.116129032258065,4,0,1,1,2
333,train,1,pos,1459,292,3.8424657534246576,2,0,4,0,1
334,train,1,pos,268,55,3.7818181818181817,0,0,0,2,0
335,train,1,pos,413,82,3.8292682926829267,0,0,0,3,1
336,train,1,pos,655,131,3.8244274809160306,0,0,1,4,0
337,train,1,pos,753,146,4.034246575342466,0,0,1,3,0
338,train,1,pos,1186,237,3.831223628691983,0,0,1,2,0
339,train,1,pos,346,66,4.106060606060606,1,0,3,0,0
340,train,1,pos,833,160,4.01875,4,0,0,2,0
341,train,1,pos,2070,393,4.10941475826972,0,0,11,4,0
342,train,1,pos,675,133,3.9473684210526314,0,1,2,1,1
343,train,1,pos,1460,283,4.042402826855124,0,0,5,0,0
344,train,1,pos,1479,296,3.8716216216216215,0,0,6,4,1
345,train,1,pos,2263,437,3.995423340961098,0,2,6,5,0
346,train,1,pos,6305,1273,3.871170463472113,1,0,4,17,3
347,train,1,pos,216,44,3.590909090909091,1,0,0,2,5
348,train,1,pos,948,182,4.0989010989010985,0,2,2,1,0
349,train,1,pos,605,120,3.9,0,0,3,0,0
350,train,1,pos,3109,603,4.013266998341625,0,2,5,6,0
351,train,1,pos,996,202,3.8564356435643563,1,1,1,0,0
352,train,1,pos,1001,203,3.793103448275862,0,2,2,1,2
353,train,1,pos,5157,998,4.019038076152305,1,1,7,7,0
354,train,1,pos,1813,352,4.051136363636363,8,3,4,3,0
355,train,1,pos,2421,460,4.128260869565217,1,3,2,2,0
356,train,1,pos,1281,260,3.7846153846153845,2,1,5,4,0
357,train,1,pos,619,121,3.9834710743801653,0,0,1,0,0
358,train,1,pos,1871,363,3.9476584022038566,2,0,5,1,1
359,train,1,pos,1139,233,3.703862660944206,0,0,6,1,1
360,train,1,pos,1061,203,4.0344827586206895,1,0,0,1,0
361,train,1,pos,805,168,3.6964285714285716,0,0,4,0,0
362,train,1,pos,547,105,4.0285714285714285,0,0,2,0,0
363,train,1,pos,3652,684,4.16374269005848,3,0,4,0,0
364,train,1,pos,976,189,3.994708994708995,0,0,1,6,0
365,train,1,pos,627,113,4.3628318584070795,0,0,2,1,0
366,train,1,pos,886,166,4.198795180722891,1,0,1,4,0
367,train,1,pos,896,179,3.8435754189944134,2,1,4,1,1
368,train,1,pos,2537,491,4.004073319755601,0,0,2,3,0
369,train,1,pos,1059,192,4.328125,0,0,0,1,0
370,train,1,pos,1774,348,3.9770114942528734,1,0,5,3,1
371,train,1,pos,1276,245,4.118367346938776,0,0,5,0,0
372,train,1,pos,1246,246,3.934959349593496,0,0,2,2,0
373,train,1,pos,936,172,4.238372093023256,0,0,0,1,1
374,train,1,pos,1181,236,3.906779661016949,0,0,2,2,0
375,train,1,pos,1309,259,3.864864864864865,2,2,4,4,0
376,train,1,pos,4556,903,3.9080841638981174,7,2,5,6,2
377,train,1,pos,1637,331,3.797583081570997,0,0,6,0,1
378,train,1,pos,834,173,3.6647398843930636,0,1,1,2,0
379,train,1,pos,922,181,3.9613259668508287,0,0,4,1,0
380,train,1,pos,747,142,4.126760563380282,0,0,4,1,0
381,train,1,pos,988,185,4.118918918918919,1,0,1,1,0
382,train,1,pos,1252,243,4.008230452674897,0,0,4,5,0
383,train,1,pos,853,173,3.861271676300578,0,0,6,1,0
384,train,1,pos,948,188,3.925531914893617,0,2,3,3,0
385,train,1,pos,1363,258,4.1434108527131785,3,0,2,4,0
386,train,1,pos,152,30,3.933333333333333,0,0,0,2,0
387,train,1,pos,1208,235,4.046808510638298,1,0,0,1,0
388,train,1,pos,1624,316,4.015822784810126,0,0,2,3,1
389,train,1,pos,655,138,3.630434782608696,0,0,1,0,2
390,train,1,pos,1130,218,4.059633027522936,0,0,4,2,1
391,train,1,pos,694,136,3.985294117647059,1,0,2,1,0
392,train,1,pos,1917,350,4.345714285714286,0,0,8,0,2
393,train,1,pos,2923,557,4.095152603231598,2,0,6,4,1
394,train,1,pos,945,184,4.016304347826087,0,0,2,1,1
395,train,1,pos,4573,835,4.360479041916168,1,2,9,7,1
396,train,1,pos,3639,691,4.1606367583212736,0,2,15,0,2
397,train,1,pos,1015,194,4.082474226804123,0,0,2,4,0
398,train,1,pos,837,161,4.055900621118012,0,0,3,1,0
399,train,1,pos,719,149,3.7651006711409396,0,0,3,4,0
400,train,1,pos,1709,336,4.005952380952381,1,0,2,4,0
401,train,1,pos,1079,211,3.981042654028436,0,0,4,2,1
402,train,1,pos,1806,347,4.1037463976945245,0,0,7,1,1
403,train,1,pos,1858,352,4.136363636363637,0,2,9,1,1
404,train,1,pos,1773,343,4.020408163265306,0,1,5,4,0
405,train,1,pos,1013,183,4.377049180327869,0,1,2,3,0
406,train,1,pos,831,154,4.1558441558441555,1,0,1,6,0
407,train,1,pos,1053,202,4.044554455445544,0,0,3,3,0
408,train,1,pos,690,140,3.742857142857143,0,0,1,2,0
409,train,1,pos,709,133,4.135338345864661,0,0,2,0,0
410,train,1,pos,322,62,4.048387096774194,0,0,0,3,0
411,train,1,pos,943,184,4.0,0,0,1,2,0
412,train,1,pos,577,117,3.8547008547008548,0,0,0,2,0
413,train,1,pos,893,175,3.9257142857142857,1,0,0,3,0
414,train,1,pos,858,168,3.988095238095238,0,0,0,0,0
415,train,1,pos,1052,207,3.9613526570048307,0,0,0,4,0
416,train,1,pos,855,161,4.192546583850931,0,0,2,1,0
417,train,1,pos,645,127,3.968503937007874,0,0,3,3,0
418,train,1,pos,565,114,3.8596491228070176,0,0,1,1,0
419,train,1,pos,628,122,3.9672131147540983,0,0,1,5,0
420,train,1,pos,874,183,3.7540983606557377,0,0,1,4,2
421,train,1,pos,4240,766,4.392950391644908,0,0,13,2,0
422,train,1,pos,683,140,3.7214285714285715,0,0,1,0,1
423,train,1,pos,673,145,3.5310344827586206,0,0,1,3,0
424,train,1,pos,703,153,3.477124183006536,0,0,0,0,0
425,train,1,pos,768,158,3.7468354430379747,0,2,5,0,0
426,train,1,pos,884,182,3.697802197802198,1,0,1,2,0
427,train,1,pos,725,138,4.1231884057971016,5,0,1,0,0
428,train,1,pos,753,160,3.60625,0,0,4,1,1
429,train,1,pos,1472,293,3.95221843003413,0,0,6,5,2
430,train,1,pos,1216,242,3.9132231404958677,1,2,3,2,0
431,train,1,pos,656,138,3.6159420289855073,1,0,1,0,0
432,train,1,pos,875,177,3.830508474576271,0,0,2,1,1
433,train,1,pos,1283,242,4.053719008264463,1,0,2,3,0
434,train,1,pos,674,125,4.096,3,0,0,3,0
435,train,1,pos,218,47,3.5531914893617023,0,0,0,0,0
436,train,1,pos,357,64,4.40625,1,0,0,2,0
437,train,1,pos,893,162,4.438271604938271,3,0,3,2,0
438,train,1,pos,1248,236,4.13135593220339,0,0,1,7,4
439,train,1,pos,2603,496,4.110887096774194,2,0,1,5,0
